datetime,AL,AT,BA,BE,BG,CH,CZ,DE,DK,EE,ES,FI,FR,UK,GR,HR,HU,IE,IT,LT,LU,LV,ME,MK,NL,NO,PL,PT,RO,RS,SE,SI,SK,KV,UK1,UK2,UK3,UK4,UK5,UK6,UK7,UK8,UK9,NO081,NO0A1,NO0A3,NO071,NO082,NO020,NO091,NO092,NO0A2,NO060,NO074
2010-01-01 00:00:00,1005.8,10649.4,2139.6,18037.6,6883.2,13946.6,12557.8,87194.4,6061.6,1780.4,45832.4,16219.713214725718,122329.8,66591.2,8516.8,3043.8,7805.4,6100.8,43522.4,1879.0,1198.0,1224.4,674.6,1815.4,19234.4,28472.4,29488.0,9225.4,9835.0,8266.2,35290.53754304645,2233.2,5518.2,1469.6,65.0,1105.2,5701.2,9543.2,7963.6,7664.6,24092.2,8873.8,1582.4,2218.2,2565.9,2499.6,2464.5,4494.4,1597.4,2226.5,1943.0,4676.4,2137.4,1649.2
2010-01-01 01:00:00,896.6,10453.8,2015.8,17430.8,6574.4,13660.8,12397.2,85711.6,5936.4,1752.4,43760.0,16021.300046997336,116917.0,64776.0,8061.8,2910.2,7357.0,5642.8,41576.0,1849.8,1221.2,1226.2,617.2,1618.4,18483.2,28108.3,28867.8,8575.8,9756.0,7565.2,35016.39060779442,2156.8,5346.0,1345.0,63.2,1075.0,5545.8,9283.2,7746.4,7455.6,23435.6,8631.8,1539.2,2189.8,2533.0,2467.7,2432.9,4436.8,1577.0,2198.0,1918.2,4616.6,2110.2,1628.1
2010-01-01 02:00:00,832.2,10265.0,1947.6,16886.2,6467.2,13472.0,12015.8,86480.0,5965.6,1764.0,41780.2,16183.815601487955,111745.8,61778.8,7894.4,2804.4,7206.2,5296.2,40848.8,1854.0,1178.6,1234.0,585.8,1502.2,18175.0,27960.6,28777.0,8282.4,9826.6,7151.8,34803.48063589011,2178.4,5315.8,1271.4,60.4,1025.2,5289.2,8853.6,7388.0,7110.6,22351.2,8232.4,1468.0,2178.4,2519.7,2454.7,2420.2,4413.5,1568.7,2186.4,1908.1,4592.4,2099.1,1619.6
2010-01-01 03:00:00,803.4,10707.6,1964.2,16952.8,6539.8,13226.8,12042.0,88538.2,6105.4,1817.6,41316.6,16723.931991458638,111415.6,59068.0,7927.6,2834.0,7329.0,5069.2,41202.2,1947.8,1203.8,1343.4,567.2,1450.0,18256.2,27986.2,29270.6,8077.2,10078.8,6962.2,35158.33058906397,2190.2,5443.2,1237.8,57.6,980.2,5057.2,8465.2,7063.8,6798.6,21370.4,7871.2,1403.6,2180.3,2522.1,2456.9,2422.4,4417.7,1570.1,2188.5,1909.8,4596.5,2101.0,1621.0
2010-01-01 04:00:00,814.6,11862.2,2106.2,17682.2,6569.6,13624.8,12646.0,92822.6,6547.8,2002.0,42355.8,17982.30104462169,116709.6,57178.6,8415.6,3016.0,7857.2,4979.4,43576.6,2260.6,1217.4,1583.2,576.4,1470.2,18948.2,28722.3,30323.4,8037.6,10557.6,7119.0,36624.16505277471,2392.0,5659.8,1265.6,55.8,949.0,4895.4,8194.4,6838.0,6581.2,20686.8,7619.4,1358.8,2237.7,2588.3,2521.6,2486.0,4533.7,1611.5,2246.1,1960.1,4717.5,2156.2,1663.6
2010-01-01 05:00:00,863.0,13289.4,2342.6,19197.0,7017.0,13825.0,13934.6,100814.2,7593.2,2282.0,45339.8,18938.018672370144,125590.0,58899.6,9097.4,3407.6,8887.6,5015.8,49746.2,2590.2,1275.4,1815.4,609.8,1557.8,20952.6,31030.8,34422.4,8165.4,11173.2,7623.6,39783.140721629294,2803.4,6054.6,1355.4,57.6,977.6,5042.8,8441.0,7043.8,6779.2,21309.6,7848.8,1399.6,2417.5,2796.3,2724.2,2685.9,4898.2,1740.9,2426.5,2117.6,5096.7,2329.6,1797.4
2010-01-01 06:00:00,881.8,14660.0,2652.8,20369.2,7727.0,13807.0,14715.4,111275.2,8907.8,2536.2,51057.2,19644.10519885851,134023.4,67564.6,9751.2,3606.2,9415.6,5388.2,57336.8,2848.6,1407.0,1965.2,661.8,1591.4,23953.4,33581.5,37217.6,8577.6,11701.2,8171.4,43067.02357400108,3197.2,6301.6,1452.8,66.0,1121.4,5784.6,9682.8,8080.0,7776.6,24444.4,9003.4,1605.6,2616.2,3026.3,2948.2,2906.7,5300.8,1884.0,2626.0,2291.6,5515.6,2521.1,1945.1
2010-01-01 07:00:00,953.6,15299.8,2926.0,21622.2,8410.4,14281.6,15086.6,117457.6,9581.8,2592.2,56173.6,19760.359394030173,137177.8,77774.6,10192.2,3851.2,9730.4,5989.4,64602.0,2950.8,1511.6,2022.8,728.4,1721.0,26946.8,34768.2,38451.6,9221.8,12229.2,8788.0,44914.473815925085,3226.6,6601.2,1562.4,76.0,1290.8,6658.8,11146.0,9301.0,8951.8,28138.4,10364.0,1848.2,2708.7,3133.2,3052.4,3009.4,5488.1,1950.6,2718.8,2372.6,5710.5,2610.2,2013.9
2010-01-01 08:00:00,1020.8,15679.0,3053.2,22139.6,8943.8,15041.8,15642.6,120674.4,9715.2,2634.2,60195.0,19568.85539035592,140882.8,85774.8,9681.4,4001.6,10040.8,6520.2,69698.6,3021.8,1583.2,2032.2,784.0,1842.4,28366.0,34951.2,39590.8,10706.6,12579.8,9099.8,45548.33721799451,3301.0,6868.4,1617.8,83.8,1423.6,7343.8,12292.6,10257.8,9872.6,31032.8,11430.0,2038.2,2722.9,3149.7,3068.4,3025.2,5517.0,1960.9,2733.1,2385.1,5740.5,2623.9,2024.5
2010-01-01 09:00:00,1054.4,15733.8,3081.0,22224.8,9069.2,15257.8,15929.6,123060.8,9863.4,2655.2,62661.6,19527.851003686843,142277.6,91079.2,9271.8,4023.8,10206.8,7061.4,70687.6,3051.0,1600.6,2034.2,804.4,1903.0,28977.0,34738.6,40156.2,11541.8,12695.2,9151.6,46221.132729212135,3285.2,6961.4,1627.0,89.0,1511.6,7797.8,13052.6,10892.0,10483.0,32951.8,12136.8,2164.2,2706.3,3130.5,3049.7,3006.8,5483.5,1949.0,2716.5,2370.5,5705.6,2608.0,2012.2
2010-01-01 10:00:00,1085.2,15742.4,3062.6,22328.8,8947.0,14967.6,15975.8,125939.6,9853.0,2657.6,62655.8,19532.957777118158,144706.6,92998.6,9013.6,4090.6,10310.2,7448.8,70227.6,3030.2,1668.2,2018.8,810.0,1958.6,29255.6,34449.4,40576.0,11763.0,12780.6,9215.2,46490.41315082064,3328.4,7024.2,1638.2,90.8,1543.4,7962.2,13327.8,11121.6,10704.0,33646.4,12392.6,2209.8,2683.9,3104.4,3024.4,2981.9,5437.8,1932.8,2693.8,2350.9,5658.1,2586.3,1995.4
2010-01-01 11:00:00,1057.2,15176.2,3025.6,22291.4,8849.6,15154.2,15879.4,126140.4,9661.0,2688.0,61481.4,19645.907589481325,146075.4,94423.4,9088.6,4072.0,10403.0,7669.2,68305.6,3055.2,1620.0,2032.2,798.8,1908.0,28973.2,34833.2,40491.6,12110.4,12889.6,9074.0,46390.04130692289,3306.8,6947.2,1613.2,92.2,1567.0,8084.2,13532.0,11292.0,10868.0,34161.8,12582.6,2243.8,2713.8,3139.1,3058.1,3015.1,5498.4,1954.3,2723.9,2377.0,5721.1,2615.1,2017.5
2010-01-01 12:00:00,1066.4,14855.6,3062.6,22037.8,8648.2,15190.2,15887.4,122838.8,9606.8,2664.6,61361.6,19589.43268329974,141064.2,96106.4,9043.4,3986.6,10370.6,7849.0,66832.4,3046.8,1635.4,2051.4,776.6,1924.8,28940.0,35010.2,40816.6,12004.2,12712.2,8960.4,46118.53039989443,3197.2,6917.0,1593.0,93.8,1595.0,8228.2,13773.2,11493.2,11061.6,34770.6,12806.8,2283.8,2727.5,3155.0,3073.6,3030.2,5526.4,1964.2,2737.6,2389.2,5750.2,2628.4,2027.8
2010-01-01 13:00:00,1059.0,14735.4,3038.6,21647.2,8453.4,14695.4,15937.6,120158.8,9506.6,2697.2,59150.0,20073.2243663074,136854.0,96381.0,10031.8,3888.2,10364.2,7853.2,66991.4,3028.0,1596.6,2084.2,763.6,1911.4,28425.2,35059.6,40358.8,11827.8,12750.8,8712.2,46282.36969255985,3193.2,6868.4,1548.8,94.0,1599.6,8251.8,13812.6,11526.2,11093.4,34870.0,12843.4,2290.2,2731.3,3159.5,3077.9,3034.5,5534.1,1967.1,2741.6,2392.5,5758.2,2632.0,2030.7
2010-01-01 14:00:00,1062.8,14857.2,3029.2,21589.0,8435.2,14760.6,16106.2,119261.0,9473.2,2772.0,57253.4,20309.1873386778,133822.6,96088.2,10844.4,3836.4,10519.4,7703.4,67561.6,3105.2,1542.4,2147.4,771.0,1918.2,28059.8,34935.6,40474.8,11878.2,13144.0,8746.8,46923.53286509455,3144.2,6852.2,1555.0,93.8,1594.6,8226.6,13770.6,11491.0,11059.6,34764.0,12804.4,2283.4,2721.7,3148.2,3066.9,3023.9,5514.5,1960.1,2732.0,2384.0,5738.0,2622.7,2023.5
2010-01-01 15:00:00,1125.2,16085.4,3202.8,22071.0,8682.8,15156.6,16331.0,122358.0,10036.6,2720.6,56901.8,20220.269401285517,134615.0,96845.0,12026.4,4129.6,11034.6,7724.8,70571.6,3169.8,1598.6,2116.8,832.2,2031.0,28927.2,34998.5,43531.6,11763.0,14351.8,9599.4,47611.13068864459,3303.0,7129.4,1706.6,94.6,1607.2,8291.4,13879.0,11581.6,11146.6,35037.8,12905.2,2301.2,2726.6,3153.9,3072.5,3029.3,5524.5,1963.6,2736.9,2388.3,5748.3,2627.4,2027.2
2010-01-01 16:00:00,1167.2,16577.8,3385.6,23550.6,9361.4,15662.6,16664.2,129075.2,10767.0,2653.0,57914.0,20213.510436449953,145669.6,104338.4,13138.6,4482.2,11034.6,8155.0,77036.8,3090.6,1604.4,2059.2,886.0,2106.8,30844.6,35037.9,43991.4,11845.8,14587.0,10159.2,47821.60740372714,3397.0,7212.4,1806.0,101.8,1731.6,8933.0,14953.0,12477.8,12009.2,37749.0,13903.8,2479.4,2729.7,3157.4,3076.0,3032.8,5530.7,1965.8,2739.9,2391.0,5754.8,2630.4,2029.4
2010-01-01 17:00:00,1151.4,16267.2,3333.8,23534.0,9690.0,15799.8,16397.2,128870.6,10408.0,2583.0,61543.2,19974.092882052497,150190.6,109154.6,13133.4,4463.6,10788.8,9004.4,77352.6,2986.4,1643.2,1984.4,889.6,2078.0,30016.0,34526.1,43386.0,12918.6,14452.2,10173.0,46639.65290255547,3457.6,7074.8,1808.6,106.6,1811.6,9345.4,15643.2,13053.6,12563.6,39491.4,14545.6,2593.8,2689.9,3111.4,3031.0,2988.5,5450.0,1937.0,2699.8,2356.2,5670.8,2592.0,1999.8
2010-01-01 18:00:00,1136.4,15250.0,3260.0,22742.2,9488.6,15129.6,16088.0,124342.8,9517.0,2494.2,62736.8,19543.321523199353,145909.2,105974.8,13025.4,4424.6,10569.0,8983.0,76339.4,2875.8,1569.6,1926.8,880.4,2051.2,28951.2,33557.8,43006.4,13015.6,14121.0,10092.0,44997.81286207049,3355.8,7042.4,1794.2,103.4,1758.8,9073.2,15187.4,12673.4,12197.6,38341.0,14121.8,2518.2,2614.4,3024.1,2946.1,2904.7,5297.0,1882.8,2624.1,2290.0,5511.7,2519.2,1943.7
2010-01-01 19:00:00,1095.4,13996.0,3177.0,21647.2,9077.4,14508.8,15622.4,116880.4,8711.6,2359.0,62791.0,18784.214672556467,137395.8,99926.8,12160.6,4274.4,10286.6,8555.2,71321.4,2725.6,1494.2,1769.4,860.0,1977.0,27354.8,32709.6,41780.6,13046.2,13471.2,9869.8,42722.109419516084,3175.6,6854.2,1754.6,97.6,1658.4,8555.4,14320.6,11950.2,11501.4,36152.8,13315.8,2374.6,2548.3,2947.7,2871.6,2831.1,5163.2,1835.2,2557.8,2232.2,5372.3,2455.6,1894.6
2010-01-01 20:00:00,1083.2,13114.4,3020.0,20583.2,8753.8,14247.8,14647.0,111582.2,8210.8,2221.2,61657.2,19018.375254304046,130933.8,92661.2,11196.4,4228.0,9980.4,7971.0,65817.2,2496.2,1378.0,1612.0,849.0,1955.2,25607.0,31918.4,39358.8,12533.4,12539.2,9709.6,40960.22870915743,2903.2,6558.6,1726.2,90.4,1537.8,7933.2,13279.4,11081.2,10665.2,33524.2,12347.6,2201.8,2486.6,2876.4,2802.2,2762.6,5038.3,1790.7,2496.0,2178.2,5242.5,2396.2,1848.8
2010-01-01 21:00:00,1180.2,13133.2,2861.4,21158.8,8607.0,14502.0,13798.2,108413.8,7620.4,2046.4,58647.8,18515.808668975376,137963.8,85210.4,10464.2,3962.6,9732.6,7429.6,59696.2,2275.2,1362.6,1452.8,817.4,2130.2,23947.8,30796.6,36538.2,12042.0,11694.8,9575.2,39071.21032986163,2787.6,6303.6,1702.2,83.2,1414.2,7295.4,12211.6,10190.2,9807.6,30828.6,11354.8,2024.8,2399.3,2775.3,2703.6,2665.7,4861.1,1727.8,2408.2,2101.7,5058.2,2312.0,1783.8
2010-01-01 22:00:00,1213.0,12090.2,2628.8,21165.0,8096.8,14499.8,13087.6,101175.2,7084.0,1920.4,54669.0,17515.632072530785,135707.4,77877.0,9667.4,3561.6,9191.4,6836.8,53958.4,2112.6,1325.8,1335.6,806.2,2189.2,22220.4,29729.9,33850.6,11421.2,11179.6,9280.8,37157.65661094638,2609.4,5995.8,1650.0,76.0,1292.4,6667.6,11160.6,9313.2,8963.6,28175.4,10377.6,1850.6,2316.1,2679.1,2610.0,2573.3,4692.9,1668.0,2324.8,2028.8,4883.0,2231.8,1721.9
2010-01-01 23:00:00,1133.6,11381.8,2361.0,19677.2,7472.6,14092.6,12146.4,92990.6,6675.0,1815.4,50723.0,16633.361862662106,125233.8,70793.8,8844.6,3205.2,8387.4,6785.4,48334.6,1977.0,1285.0,1268.6,747.0,2046.0,20631.4,28864.0,31648.2,10339.4,10668.8,9015.4,35716.35748685507,2464.4,5763.0,1602.8,69.2,1174.8,6061.0,10145.6,8466.2,8148.2,25612.8,9433.8,1682.2,2248.8,2601.2,2533.9,2498.3,4556.2,1619.4,2257.1,1969.8,4740.8,2166.8,1671.8
2010-01-02 00:00:00,1093.6,12405.2,2307.0,20162.8,7689.4,15567.6,13640.2,102132.8,6676.6,2057.0,50985.6,18465.942528410786,140188.4,72900.0,8804.4,3226.8,8677.0,6582.4,51711.8,2175.0,1483.2,1453.8,731.4,1974.0,21270.2,31999.6,32951.0,10001.4,10834.2,9162.2,39345.357265113664,2589.6,5894.8,1628.8,71.2,1209.8,6241.4,10447.4,8718.0,8390.6,26374.8,9714.4,1732.2,2493.0,2883.6,2809.3,2769.8,5051.1,1795.3,2502.3,2183.8,5255.8,2402.3,1853.5
2010-01-02 01:00:00,989.6,11917.2,2203.0,19200.2,7469.8,14915.4,13754.8,99314.8,6541.0,2037.2,47681.8,18294.56522002465,134039.4,70633.6,8436.0,3043.0,8230.6,5944.8,49512.4,2146.2,1393.8,1540.4,660.6,1786.0,20240.8,31579.8,32205.4,9091.8,10799.6,8340.0,38961.71377288226,2509.8,5759.6,1482.6,69.0,1172.2,6047.4,10122.6,8447.0,8129.8,25554.8,9412.4,1678.4,2460.2,2845.8,2772.4,2733.4,4984.8,1771.7,2469.4,2155.0,5186.8,2370.7,1829.2
2010-01-02 02:00:00,933.4,11715.8,2139.0,18569.0,7180.0,14451.4,13625.4,98959.6,6461.8,2030.4,45593.6,18255.663622415526,128264.4,67330.0,8086.2,2984.0,8015.2,5517.8,48472.0,2127.6,1329.2,1472.4,630.2,1684.8,19880.0,31460.6,31858.8,8652.4,10897.4,7908.6,38857.48927235007,2477.2,5795.0,1406.0,65.8,1117.4,5764.6,9649.2,8052.0,7749.6,24359.6,8972.2,1600.0,2451.1,2835.1,2762.0,2723.1,4966.0,1765.1,2460.1,2146.9,5167.2,2361.9,1822.2
2010-01-02 03:00:00,905.4,11854.4,2137.0,18239.6,7451.4,14000.2,13634.0,98983.6,6511.8,2079.0,44874.6,18481.413047923295,126854.2,64512.8,8015.4,2956.4,8084.2,5253.8,48324.8,2177.0,1429.2,1538.4,610.0,1634.0,19750.4,31549.6,31865.4,8502.4,10997.2,7710.2,39020.1119366046,2452.6,5844.8,1370.8,63.0,1070.6,5523.4,9245.4,7715.0,7425.4,23340.4,8596.8,1533.0,2457.9,2843.1,2769.8,2730.8,4980.1,1770.0,2467.0,2152.9,5181.9,2368.5,1827.4
2010-01-02 04:00:00,915.4,12440.2,2239.0,18258.8,7370.0,14407.6,13625.4,99290.8,6666.2,2174.0,44752.4,18957.99516843969,129888.2,62042.6,8344.8,3100.0,8326.2,5126.2,49600.4,2317.0,1422.8,1655.8,618.0,1652.2,19981.4,31763.0,32139.6,8384.8,11402.8,7803.6,39649.10882503048,2491.4,5884.4,1387.4,60.6,1029.6,5311.8,8891.4,7419.6,7141.0,22446.6,8267.6,1474.2,2474.6,2862.4,2788.6,2749.2,5013.8,1782.0,2483.8,2167.6,5216.9,2384.5,1839.8
2010-01-02 05:00:00,916.4,13403.2,2407.2,18870.6,7702.4,14353.4,14353.0,100750.0,7120.8,2293.4,45585.8,18976.619871542127,135716.6,61861.6,8910.4,3435.8,9030.2,5054.8,54382.0,2498.4,1431.2,1831.2,660.6,1654.0,21083.8,32414.1,34038.8,8444.4,12097.6,8178.6,40772.259619676195,2779.6,6179.6,1454.0,60.4,1026.6,5296.4,8865.4,7398.0,7120.2,22381.2,8243.4,1470.0,2525.2,2921.1,2845.7,2805.7,5116.6,1818.6,2534.7,2211.9,5323.8,2433.3,1877.4
2010-01-02 06:00:00,911.4,14726.4,2683.2,19489.0,8149.0,14572.6,14976.8,107658.6,7782.0,2375.2,48221.6,19585.527503616973,143020.2,66530.4,9504.0,3712.4,9623.2,5204.6,61901.8,2632.2,1481.2,1928.0,713.2,1645.0,23067.8,33372.9,35639.8,8580.2,12723.2,8715.2,42119.06727052234,3035.2,6381.2,1549.4,65.0,1104.2,5696.0,9534.6,7956.4,7657.6,24070.2,8865.6,1581.0,2600.0,3007.5,2929.8,2888.5,5267.9,1872.3,2609.7,2277.4,5481.3,2505.5,1933.1
2010-01-02 07:00:00,982.4,15750.4,2995.4,20605.6,8787.6,15451.6,15636.4,115671.2,8507.8,2529.8,51413.0,19708.540663624197,147538.6,72947.0,10010.0,4027.2,10140.6,5582.6,67608.6,2821.6,1425.0,2066.2,790.2,1773.2,25495.6,34900.9,37675.0,8627.2,13165.4,9397.4,43532.789483967,3333.6,6686.8,1670.6,71.2,1210.6,6245.4,10454.2,8723.6,8396.0,26391.8,9720.6,1733.4,2719.0,3145.1,3063.9,3020.9,5509.1,1958.1,2729.1,2381.6,5732.3,2620.1,2021.5
2010-01-02 08:00:00,1054.6,16267.8,3165.4,21463.4,9337.6,15910.4,16752.4,121437.8,9018.8,2607.2,56724.2,19962.377343004187,152723.6,80636.4,10175.6,4278.4,10549.4,6009.8,71590.4,2955.6,1433.2,2093.0,849.0,1903.4,27475.4,35950.5,39920.6,9591.0,13326.2,9863.8,45042.21979906767,3468.4,7085.8,1753.6,78.8,1338.2,6903.8,11556.2,9643.2,9281.2,29173.8,10745.4,1916.2,2800.8,3239.7,3156.1,3111.7,5674.7,2017.1,2811.2,2453.3,5904.7,2698.9,2082.4
2010-01-02 09:00:00,1101.6,16689.2,3215.4,21818.6,9527.8,16232.6,17272.0,125058.8,9431.8,2598.2,61505.4,20021.555835119998,152733.0,88312.8,10408.2,4360.8,10798.0,6714.2,72185.2,2990.6,1475.0,2064.2,885.4,1988.4,28458.2,36745.6,41146.6,10515.0,13350.8,10001.8,46067.83754944103,3552.2,7239.6,1778.0,86.2,1465.6,7561.0,12656.2,10561.2,10164.6,31951.0,11768.2,2098.6,2862.8,3311.3,3225.9,3180.5,5800.3,2061.7,2873.4,2507.5,6035.2,2758.5,2128.4
2010-01-02 10:00:00,1116.6,16724.4,3195.4,22122.4,9607.2,16263.6,17412.0,126600.2,9529.8,2565.2,62456.8,19923.475745395066,154119.8,91157.8,10797.0,4388.2,10904.6,7320.4,71295.8,2988.4,1514.6,2041.6,893.6,2015.6,28612.2,36663.8,41376.8,10954.4,13037.0,9976.6,46210.99415912145,3632.0,7397.6,1773.6,89.0,1512.8,7804.6,13064.0,10901.4,10492.2,32980.2,12147.4,2166.2,2856.4,3304.0,3218.8,3173.4,5787.3,2057.1,2867.0,2502.0,6021.7,2752.5,2123.7
2010-01-02 11:00:00,1121.8,16066.4,3185.4,21934.2,9418.8,16438.8,17083.2,124653.4,9444.4,2532.0,62202.8,19714.849030804053,156408.0,92179.2,11040.8,4337.6,10853.6,7620.2,67824.2,2957.6,1418.8,2010.6,897.6,2024.6,28134.0,36450.3,41302.2,11162.2,12896.4,9803.6,45820.659210630205,3554.2,7245.8,1742.8,90.0,1529.8,7892.0,13210.4,11023.6,10609.6,33349.8,12283.4,2190.4,2839.7,3284.7,3200.0,3155.0,5753.7,2045.1,2850.3,2487.4,5986.8,2736.4,2111.3
2010-01-02 12:00:00,1110.6,15761.4,3273.6,21733.0,9249.0,16237.8,17030.2,120273.6,9315.0,2516.6,62681.4,19601.14822234805,148683.8,92027.6,10854.8,4185.6,10587.0,7772.2,63820.8,2891.6,1435.4,2002.4,893.6,2004.6,27724.6,36105.2,41295.8,11328.6,12527.6,9749.2,45389.1616675708,3413.2,7158.6,1733.2,89.8,1527.2,7879.0,13188.6,11005.4,10592.2,33295.0,12263.2,2186.8,2812.8,3253.7,3169.7,3125.1,5699.1,2025.6,2823.4,2463.9,5930.0,2710.4,2091.2
2010-01-02 13:00:00,1107.6,15513.8,3239.6,21159.8,8994.4,15980.0,16779.8,116620.6,9267.0,2525.4,60571.6,19882.9219563817,143187.6,90022.6,11465.0,4020.8,10498.2,7702.8,62502.0,2854.6,1585.4,2006.4,885.4,1999.2,27317.4,35881.1,40477.6,11046.6,12570.4,9547.0,45163.47709735222,3217.0,6929.8,1697.2,87.8,1494.0,7707.4,12901.2,10765.8,10361.4,32569.6,11996.0,2139.2,2795.4,3233.5,3150.0,3105.7,5663.8,2013.1,2805.8,2448.5,5893.3,2693.7,2078.3
2010-01-02 14:00:00,1094.6,15645.0,3193.4,20926.6,8966.6,15869.2,16849.8,116132.8,9283.8,2662.4,57748.6,20828.275838048954,140309.2,88712.2,11820.4,3951.2,10576.0,7477.0,63157.8,2914.4,1564.6,2206.4,889.6,1975.8,26908.0,36183.5,40363.6,10952.6,12963.6,9609.2,45996.25924460081,3206.8,6936.2,1708.2,86.6,1472.2,7595.2,12713.4,10609.0,10210.6,32095.4,11821.4,2108.0,2818.9,3260.7,3176.5,3131.8,5711.6,2030.0,2829.5,2469.2,5943.0,2716.5,2095.8
2010-01-02 15:00:00,1172.8,16473.0,3357.6,21044.2,9247.2,16116.6,16807.4,118391.0,9778.0,2803.8,56263.2,21538.267544220085,139665.8,88890.4,12181.4,4187.6,10918.0,7452.4,65342.8,3190.4,1439.6,2262.2,930.0,2116.8,27210.0,36882.5,42554.6,10947.0,13994.6,10322.4,47937.18710276091,3266.2,7248.0,1835.2,86.8,1475.2,7610.4,12739.0,10630.4,10231.2,32160.0,11845.2,2112.2,2873.4,3323.6,3237.9,3192.4,5821.8,2069.2,2884.1,2516.9,6057.8,2768.8,2136.3
2010-01-02 16:00:00,1269.0,16728.0,3611.6,22759.8,9961.6,17093.6,17189.4,128575.4,10599.8,2726.4,56562.6,21692.522141689464,150804.8,95448.8,13180.4,4713.4,11135.6,7700.6,71933.6,3198.6,1600.0,2229.2,974.6,2290.2,29775.4,37227.7,43392.4,11005.0,14591.6,11090.2,48531.30731007485,3401.0,7358.0,1971.6,93.2,1584.0,8172.0,13679.0,11414.6,10986.0,34532.8,12719.2,2268.2,2900.2,3354.8,3268.3,3222.3,5876.4,2088.7,2911.2,2540.4,6114.4,2794.7,2156.2
2010-01-02 17:00:00,1280.0,16157.0,3555.6,23626.4,10371.2,17307.6,16907.2,130010.4,10316.2,2695.6,60615.0,21326.486646039142,158059.6,103354.4,13182.4,4747.2,10942.4,8678.0,74422.4,3110.0,1743.8,2204.4,970.6,2310.2,29976.2,37010.7,42769.4,12127.8,14449.0,11140.8,47715.96350338224,3411.2,7243.8,1980.6,100.8,1715.2,8848.8,14811.8,12360.0,11896.0,37393.0,13772.6,2456.0,2883.3,3335.2,3249.1,3203.4,5842.1,2076.5,2894.1,2525.7,6078.8,2778.5,2143.7
2010-01-02 18:00:00,1256.0,15323.4,3481.6,22708.6,10098.2,16689.0,16368.4,125129.0,9523.6,2607.2,62988.8,20561.97262352781,153878.2,101220.2,12791.6,4709.2,10802.4,8810.0,73820.4,3003.0,1620.8,2105.4,962.4,2266.8,29131.0,36181.7,42315.4,12916.2,14090.4,11070.8,46438.70644335816,3335.6,7081.6,1968.2,98.8,1679.8,8666.0,14506.0,12104.8,11650.2,36620.8,13488.2,2405.2,2818.8,3260.5,3176.4,3131.8,5711.3,2030.0,2829.4,2469.1,5942.7,2716.3,2095.7
2010-01-02 19:00:00,1227.8,14310.6,3351.6,21690.2,9636.6,15730.0,15844.4,116733.0,8977.2,2492.2,63843.8,20032.520378075464,145956.6,95046.2,12004.6,4591.0,10449.4,8295.6,69236.6,2858.8,1441.6,1969.4,940.2,2216.2,27595.0,35397.2,41045.8,13042.8,13444.4,10892.0,44844.7204537012,3166.0,6921.6,1936.4,92.8,1577.4,8137.4,13621.2,11366.4,10939.6,34387.2,12665.6,2258.6,2757.7,3189.8,3107.6,3063.8,5587.4,1985.9,2768.0,2415.6,5813.8,2657.3,2050.3
2010-01-02 20:00:00,1197.8,13331.0,3171.4,20744.6,9278.6,15235.0,14826.2,112172.8,8441.2,2361.8,63784.6,20323.7566628789,140207.0,88960.4,11059.4,4584.6,9925.2,7799.0,63878.4,2652.8,1243.8,1800.2,920.0,2162.0,25983.8,34548.7,38335.0,12581.8,12401.2,10614.0,43506.83474453485,2980.0,6605.6,1887.0,86.8,1476.4,7616.4,12749.0,10638.6,10239.2,32185.2,11854.6,2114.0,2691.6,3113.4,3033.1,2990.4,5453.5,1938.3,2701.6,2357.6,5674.4,2593.7,2001.1
2010-01-02 21:00:00,1301.0,13432.8,2957.4,20973.6,9201.0,15268.6,14251.2,110715.6,7976.0,2238.2,60924.2,20213.05983879425,147991.6,82662.6,10358.0,4303.8,9407.8,7304.8,58910.0,2461.2,1395.8,1660.0,873.4,2348.2,24798.4,33698.4,36080.6,12001.4,11551.4,10264.2,41977.93837486006,2751.0,6300.0,1824.8,80.6,1371.8,7077.2,11846.6,9885.6,9514.4,29906.8,11015.4,1964.2,2625.4,3036.7,2958.4,2916.8,5319.2,1890.7,2635.2,2299.7,5534.8,2529.8,1951.9
2010-01-02 22:00:00,1298.0,12499.4,2757.2,21330.8,8802.4,14863.8,13742.2,104124.0,7496.2,2127.6,56773.4,19646.20798791846,148179.8,76851.8,9429.6,3816.0,8965.8,6774.6,54637.0,2304.8,1362.4,1554.8,857.2,2342.6,23169.0,32736.0,33736.2,11453.4,10744.6,9961.0,40770.23190565806,2593.6,6000.8,1770.8,75.0,1275.4,6579.8,11013.8,9190.6,8845.6,27804.6,10241.0,1826.2,2550.4,2950.1,2874.0,2833.5,5167.3,1836.6,2559.9,2233.9,5376.8,2457.5,1896.1
2010-01-02 23:00:00,1178.8,11858.0,2467.2,20088.0,8071.4,14918.0,12927.6,97225.4,7187.6,2039.4,51862.2,19046.762906613407,138167.4,71129.2,8631.4,3378.8,8375.0,6792.6,49958.0,2183.2,1412.4,1472.4,790.2,2127.6,21783.0,31905.3,31519.0,10464.2,10288.2,9731.6,39666.34439418464,2409.8,5832.4,1730.0,69.4,1180.4,6089.8,10193.6,8506.2,8186.8,25734.0,9478.4,1690.2,2485.7,2875.2,2801.1,2761.5,5036.2,1790.1,2494.9,2177.3,5240.3,2395.2,1848.0
